"Company","Product_Type","Production_Year","Greenhouse_Gas_Emissions","Pollutants_Emitted","Water_Consumption","Energy_Consumption","Waste_Generation","Sales_Revenue"
"Nike","Microfiber",2022,4608,19,5991,1307,320,558979
"Adidas","Viscose",2019,4136,14,7986,879,331,594681
"Nike","Linen",2022,3131,18,4497,725,253,550919
"Adidas","Linen",2020,3078,9,7973,1456,289,553014
"Adidas","Viscose",2021,4574,12,6996,1190,160,456548
"Nike","Linen",2022,2517,15,6981,1154,339,528949
"Urban Outfitters","Synthetic_Blend",2019,5272,22,4571,1301,303,442564
"Adidas","Cotton",2020,5688,25,5373,767,301,518506
"Zara","Polyester",2021,4039,22,4716,1269,268,568875
"Adidas","Cotton",2019,4927,18,6268,1202,160,499165
"Forever 21","Synthetic_Blend",2021,5596,16,4109,702,189,488859
"Nike","Wool",2021,2817,18,5708,883,275,589026
"Forever 21","Linen",2022,5372,17,6572,1402,271,451348
"Nike","Tencel",2022,1943,17,4667,1295,164,458308
"Adidas","Nylon",2022,3169,19,7573,1023,325,498924
"Nike","Wool",2020,2585,20,7372,847,153,455900
"Adidas","Tencel",2019,3343,25,7465,1244,332,564470
"Zara","Microfiber",2021,2425,12,7353,834,154,545702
"Nike","Synthetic_Blend",2020,2938,23,7644,1311,283,509665
"Adidas","Synthetic_Blend",2018,2771,16,4527,1410,186,479395
"Nike","Recycled_Poly",2019,2866,11,5740,1407,345,449287
"Forever 21","Viscose",2018,5642,12,7721,959,161,437366
"Nike","Wool",2018,2590,12,7768,1316,202,574036
"Nike","Organic_Cotton",2019,5901,16,6068,1283,167,445979
"Zara","Nylon",2019,5930,24,5501,1414,300,468529
"Urban Outfitters","Wool",2018,3281,20,5554,1134,204,554807
"Adidas","Microfiber",2018,4374,12,5908,812,283,455628
"Urban Outfitters","Organic_Cotton",2020,2132,11,5343,1205,179,520868
"Zara","Recycled_Poly",2018,4779,15,5387,905,302,525981
"Forever 21","Synthetic_Blend",2021,4717,24,6730,1317,253,547017
"Forever 21","Synthetic_Blend",2019,5524,12,4500,956,275,550357
"Adidas","Wool",2019,2043,12,7022,754,167,550583
"Zara","Recycled_Poly",2021,4478,13,5240,1336,309,445253
"Zara","Wool",2022,5832,23,4827,1000,319,550521
"Adidas","Tencel",2020,3144,24,5764,837,229,521995
"Zara","Wool",2020,4917,12,5753,1053,241,527984
"Zara","Synthetic_Blend",2018,4565,14,4080,1251,233,429798
"Urban Outfitters","Wool",2021,5250,17,4083,1412,270,574137
"Forever 21","Synthetic_Blend",2021,4366,15,5697,1111,214,583830
"Urban Outfitters","Viscose",2018,3443,20,5894,851,211,459445
"Nike","Microfiber",2021,4410,11,6596,908,255,489975
"Nike","Wool",2019,3900,16,5662,944,179,459311
"Zara","Viscose",2022,2788,25,6720,1294,348,557693
"Urban Outfitters","Cotton",2021,3585,13,4437,879,204,491970
"Urban Outfitters","Microfiber",2020,2258,24,6185,1083,329,449612
"Nike","Linen",2020,4324,9,6643,1320,158,593597
"Zara","Wool",2019,3872,21,5266,1354,329,515120
"Zara","Cotton",2020,3523,14,7751,1149,311,503147
"Urban Outfitters","Polyester",2020,2456,24,5929,1454,255,507221
"Forever 21","Organic_Cotton",2021,2024,10,6627,1356,197,585191
"Urban Outfitters","Wool",2019,1825,21,4819,1343,228,502240
"Adidas","Viscose",2021,4416,23,5959,1452,184,488335
"Forever 21","Wool",2019,2528,23,4812,968,329,464238
"Zara","Microfiber",2022,5313,17,4611,791,244,464596
"Urban Outfitters","Cotton",2022,3565,18,6976,1393,198,529662
"Urban Outfitters","Wool",2019,4941,22,7015,1311,215,439151
"Zara","Tencel",2018,2226,19,7813,940,270,512878
"Forever 21","Wool",2022,2172,9,5038,1216,308,519860
"Nike","Linen",2019,5404,10,4773,852,163,480256
"Nike","Viscose",2022,3539,9,6154,1485,296,467335
"Zara","Microfiber",2020,2668,19,4629,729,170,540647
"Urban Outfitters","Organic_Cotton",2022,2859,15,7535,749,314,494174
"Urban Outfitters","Nylon",2018,3505,14,5591,1498,253,494694
"Adidas","Organic_Cotton",2018,4810,25,4818,1201,264,521735
"Adidas","Wool",2019,5857,25,6578,1362,284,442012
"Nike","Linen",2021,2448,24,5230,852,182,599388
"Nike","Cotton",2022,5303,18,6328,748,291,440062
"Urban Outfitters","Recycled_Poly",2019,5019,10,4341,1126,330,498026
"Zara","Viscose",2020,2671,22,6188,718,151,523529
"Zara","Polyester",2019,5708,23,6833,1114,318,577781
"Urban Outfitters","Synthetic_Blend",2022,4755,21,7295,1009,172,452791
"Urban Outfitters","Wool",2019,3780,22,7449,1341,287,470047
"Zara","Synthetic_Blend",2021,3013,24,5728,722,179,463543
"Adidas","Synthetic_Blend",2022,5009,10,5367,708,176,585258
"Forever 21","Viscose",2021,3699,10,6163,719,258,571100
"Nike","Tencel",2018,3994,22,7641,1184,179,549705
"Forever 21","Wool",2021,2874,18,6961,1428,249,529277
"Nike","Linen",2019,3497,18,6829,1467,172,594864
"Adidas","Nylon",2022,3635,24,5056,1048,350,513124
"Zara","Tencel",2020,3038,25,6475,1385,176,433217
"Urban Outfitters","Linen",2018,2667,12,7373,1275,160,552987
"Zara","Recycled_Poly",2018,3482,20,4643,1445,224,535741
"Forever 21","Linen",2018,3063,20,5370,841,181,472924
"Forever 21","Microfiber",2019,2930,22,5693,1119,267,555307
"Nike","Organic_Cotton",2021,3146,22,4251,1102,344,429723
"Adidas","Viscose",2018,4222,22,5646,1397,329,565125
"Adidas","Synthetic_Blend",2018,2102,19,5597,1442,334,453031
"Forever 21","Tencel",2020,3550,11,6095,1265,229,556665
"Adidas","Synthetic_Blend",2021,5939,12,6998,761,245,488093
"Adidas","Microfiber",2022,3828,12,5342,1228,299,470477
"Nike","Linen",2018,3000,22,7393,1121,170,444182
"Forever 21","Microfiber",2022,5034,17,6393,1210,312,530997
"Urban Outfitters","Linen",2021,3134,13,6071,830,274,539986
"Adidas","Tencel",2022,2767,15,5865,1184,158,461114
"Zara","Tencel",2019,2764,20,5248,1083,227,497065
"Adidas","Linen",2018,2802,20,4276,745,256,546137
"Zara","Viscose",2022,3351,24,6058,719,180,592557
"Forever 21","Recycled_Poly",2018,4052,15,5004,1422,298,536452
"Nike","Microfiber",2019,5199,9,7521,1240,231,520141
"Zara","Polyester",2020,4994,12,5310,845,255,504991
"Nike","Viscose",2021,5453,11,7466,1351,278,473335
"Zara","Polyester",2021,4169,14,4002,761,273,491644
"Forever 21","Synthetic_Blend",2021,4678,15,6396,1222,222,431923
"Nike","Wool",2020,5508,17,5007,1378,232,509556
"Adidas","Linen",2022,4490,9,7743,1408,184,589461
"Zara","Viscose",2021,1835,9,6755,877,255,565697
"Zara","Linen",2020,3380,23,4038,926,340,425185
"Nike","Wool",2020,3368,11,7343,1328,310,499476
"Adidas","Polyester",2019,5044,12,7563,984,295,551157
"Urban Outfitters","Recycled_Poly",2022,3387,14,4267,1302,182,437052
"Adidas","Synthetic_Blend",2022,3667,25,6985,980,199,597728
"Zara","Organic_Cotton",2021,5133,17,4498,1396,282,542312
"Urban Outfitters","Organic_Cotton",2022,2156,16,4192,984,257,559568
"Zara","Polyester",2021,5338,9,6427,1341,235,485643
"Adidas","Nylon",2021,3752,19,7409,755,235,556229
"Adidas","Nylon",2022,5392,12,6561,1157,298,452722
"Forever 21","Polyester",2020,4924,21,4392,1332,342,527769
"Forever 21","Nylon",2020,2012,23,6118,1036,300,470457
"Forever 21","Synthetic_Blend",2020,5248,24,6968,1335,263,468738
"Adidas","Recycled_Poly",2018,2295,13,5276,1298,261,554512
"Nike","Synthetic_Blend",2022,2992,13,5923,1016,304,509889
"Adidas","Linen",2022,3546,16,5969,1452,346,506904
"Urban Outfitters","Cotton",2021,3309,9,5486,710,168,513817
"Zara","Tencel",2018,2966,18,5803,899,311,573534
"Adidas","Organic_Cotton",2022,3814,14,4802,722,195,488626
"Adidas","Organic_Cotton",2020,3203,25,7272,1338,261,437138
"Nike","Viscose",2021,3803,10,7125,1330,300,469571
"Forever 21","Synthetic_Blend",2019,4484,16,4218,1344,221,453150
"Forever 21","Viscose",2021,3514,11,7213,1181,319,581188
"Zara","Recycled_Poly",2022,4979,25,5532,1210,282,541704
"Adidas","Organic_Cotton",2020,5759,24,5940,974,298,525105
"Forever 21","Nylon",2019,2488,18,5820,1231,240,480339
"Adidas","Synthetic_Blend",2018,4741,11,5206,1213,281,563301
"Zara","Synthetic_Blend",2019,2606,12,4292,1068,159,563137
"Nike","Cotton",2022,2929,17,4034,1488,226,493884
"Urban Outfitters","Linen",2020,2503,19,7464,892,259,529494
"Zara","Linen",2020,4583,16,5716,1135,325,525740
"Forever 21","Wool",2022,5002,21,4836,1100,166,560113
"Urban Outfitters","Microfiber",2019,2707,13,6197,1128,272,438025
"Urban Outfitters","Cotton",2019,3484,18,5770,1426,320,544460
"Adidas","Viscose",2022,4342,15,6058,1433,325,540312
"Nike","Cotton",2018,2968,23,4262,1108,304,484707
"Nike","Wool",2021,4640,18,5601,1327,194,528803
"Zara","Microfiber",2018,3763,14,5121,1343,287,496517
"Urban Outfitters","Polyester",2018,5583,21,5407,1463,252,470961
"Urban Outfitters","Polyester",2018,3852,12,6904,839,233,595713
"Urban Outfitters","Linen",2021,2358,11,6246,1372,212,534746
"Adidas","Synthetic_Blend",2018,5001,14,4317,1387,345,422938
"Zara","Microfiber",2020,5437,10,6450,704,162,518931
"Adidas","Polyester",2021,5998,12,7340,1034,232,567339
"Nike","Organic_Cotton",2019,1922,21,6678,1023,153,522022
"Adidas","Linen",2019,2340,17,6662,1338,244,431518
"Zara","Cotton",2021,4270,24,4417,1429,287,569213
"Adidas","Synthetic_Blend",2018,4457,21,6776,1489,327,454847
"Nike","Recycled_Poly",2020,5749,11,5372,718,305,573363
"Zara","Viscose",2018,4330,16,7022,1138,343,483844
"Forever 21","Nylon",2018,2926,20,6042,1003,201,459759
"Urban Outfitters","Cotton",2018,3750,23,7027,1036,184,492909
"Nike","Wool",2018,5198,18,7074,724,208,506840
"Nike","Cotton",2019,2242,16,7282,1403,328,478312
"Adidas","Viscose",2022,3474,16,6078,780,259,542440
"Nike","Recycled_Poly",2019,3806,22,4722,1320,213,499456
"Nike","Viscose",2021,3449,17,7532,1500,273,440975
"Nike","Microfiber",2021,3174,24,5807,1132,279,579749
"Forever 21","Tencel",2019,3239,17,5558,1174,228,538909
"Nike","Microfiber",2022,5739,11,5364,839,333,543013
"Urban Outfitters","Microfiber",2021,5032,20,5573,1201,228,588047
"Urban Outfitters","Synthetic_Blend",2020,5901,21,6400,1015,337,527900
"Zara","Nylon",2022,4621,13,5101,1466,203,524325
"Nike","Polyester",2019,5828,9,4396,771,348,529534
"Adidas","Linen",2019,5917,12,5845,1280,204,468663
"Zara","Organic_Cotton",2018,3723,24,5987,1388,344,446426
"Urban Outfitters","Viscose",2022,3977,24,5938,1475,236,578432
"Nike","Polyester",2020,2174,19,6776,1154,209,579059
"Urban Outfitters","Microfiber",2022,2466,20,5752,1187,318,446333
"Zara","Organic_Cotton",2019,2329,19,5544,1434,340,520047
"Zara","Organic_Cotton",2022,3341,12,6346,1076,182,502148
"Urban Outfitters","Viscose",2018,4346,10,6416,1248,198,521750
"Zara","Microfiber",2018,5573,19,4592,1003,206,551028
"Urban Outfitters","Recycled_Poly",2022,4121,13,7059,1381,329,429003
"Adidas","Linen",2020,4885,10,7318,1041,189,475210
"Adidas","Polyester",2019,5793,21,5225,1375,190,425653
"Forever 21","Microfiber",2020,5260,24,5426,1475,250,522514
"Adidas","Organic_Cotton",2022,2243,18,5874,1370,191,571298
"Zara","Organic_Cotton",2022,2635,13,5542,1137,323,464098
"Nike","Viscose",2021,3017,21,5003,734,180,483138
"Urban Outfitters","Linen",2020,3213,21,7177,1408,321,592626
"Zara","Linen",2021,4054,23,5504,711,180,450573
"Zara","Nylon",2021,5975,16,4094,1300,296,570111
"Urban Outfitters","Synthetic_Blend",2018,3283,21,5983,1360,329,533680
"Urban Outfitters","Polyester",2021,5802,11,6125,1298,287,590839
"Zara","Cotton",2020,2178,25,7705,1000,318,560011
"Urban Outfitters","Recycled_Poly",2022,5817,19,6140,1060,305,561088
"Urban Outfitters","Nylon",2020,5284,13,6195,908,168,585037
"Nike","Wool",2019,4848,25,6477,867,257,460236
"Zara","Wool",2022,5132,11,5349,1355,172,515110
"Nike","Synthetic_Blend",2019,3649,17,4040,800,246,478255
"Zara","Tencel",2020,4110,17,6488,801,162,464760
"Zara","Wool",2022,3073,13,4584,1087,295,490089
"Zara","Wool",2020,3840,22,6894,1168,196,535070
"Nike","Wool",2018,4303,22,7156,1020,173,586376
"Forever 21","Linen",2018,5273,25,7819,1448,184,545738
"Urban Outfitters","Tencel",2022,2821,21,4056,1331,198,421911
"Urban Outfitters","Tencel",2020,3800,25,6801,1323,160,579219
"Adidas","Tencel",2018,4176,18,5978,1000,217,475853
"Zara","Linen",2022,5799,10,5457,706,307,540679
"Nike","Polyester",2018,5329,24,4809,786,285,554825
"Adidas","Microfiber",2018,5792,9,4637,1487,318,485571
"Nike","Nylon",2021,5399,14,4572,1062,341,533760
"Urban Outfitters","Organic_Cotton",2018,3113,15,7884,1190,320,489677
"Zara","Microfiber",2021,5859,13,5330,1469,345,524825
"Zara","Microfiber",2021,4171,18,5990,784,344,532447
"Adidas","Viscose",2019,5988,14,5021,987,346,450151
"Nike","Cotton",2021,3425,24,6893,805,329,551683
"Forever 21","Recycled_Poly",2019,3018,16,4493,835,252,430057
"Nike","Cotton",2019,5292,9,6525,904,173,433357
"Nike","Cotton",2020,5667,17,7721,1321,175,532959
"Adidas","Synthetic_Blend",2021,4778,19,5246,814,174,595360
"Zara","Wool",2022,2867,19,5476,1459,242,574379
"Forever 21","Viscose",2020,3751,17,4860,1298,248,442867
"Urban Outfitters","Nylon",2018,4609,18,6971,1185,344,472952
"Forever 21","Recycled_Poly",2018,2847,15,5712,1263,332,486198
"Nike","Polyester",2022,2298,15,7033,1107,276,599488
"Adidas","Viscose",2018,6000,23,6063,1424,334,557644
"Nike","Synthetic_Blend",2019,4227,17,6261,821,193,478701
"Zara","Tencel",2019,4190,10,6619,851,221,454857
"Forever 21","Organic_Cotton",2020,2481,17,6957,836,254,580296
"Nike","Organic_Cotton",2018,1885,20,4898,1448,221,466330
"Urban Outfitters","Recycled_Poly",2021,3698,22,5509,851,272,444560
"Nike","Polyester",2020,3134,14,7348,1103,325,579336
"Adidas","Nylon",2019,2390,22,5004,1165,315,525514
"Zara","Tencel",2019,1896,12,5547,1093,155,448845
"Zara","Wool",2018,2882,16,7154,785,218,457391
"Urban Outfitters","Recycled_Poly",2018,3639,12,7917,988,241,439998
"Forever 21","Organic_Cotton",2018,4753,11,7668,744,304,459610
"Nike","Viscose",2020,4653,12,5110,1211,319,516760
"Urban Outfitters","Nylon",2018,5301,17,4592,792,232,453432
"Adidas","Microfiber",2020,4415,24,5736,1192,327,528513
"Nike","Tencel",2021,2894,12,4244,1057,242,456529
"Nike","Linen",2019,5249,16,4863,929,164,456123
"Zara","Recycled_Poly",2021,2015,22,5522,755,329,447789
"Adidas","Nylon",2018,5211,13,7135,886,270,456729
"Forever 21","Synthetic_Blend",2021,5171,19,5818,1500,315,423462
"Adidas","Polyester",2021,5270,23,6269,1428,216,569963
"Forever 21","Synthetic_Blend",2019,5270,14,5113,794,283,518975
"Nike","Viscose",2020,2029,16,5155,866,288,447909
"Zara","Cotton",2020,2496,10,6309,1195,161,432595
"Urban Outfitters","Tencel",2018,5913,13,4097,1301,247,545030
"Forever 21","Organic_Cotton",2021,2874,19,5191,1068,309,532958
"Zara","Wool",2021,3758,15,6500,1321,169,459951
"Forever 21","Wool",2021,2597,9,4584,1484,229,563428
"Zara","Linen",2018,5525,19,4695,1002,191,437868
"Nike","Viscose",2020,4694,11,4291,883,331,540780
"Zara","Organic_Cotton",2020,5084,22,7510,1334,324,453812
"Urban Outfitters","Organic_Cotton",2022,4369,20,4341,1398,255,552629
"Urban Outfitters","Synthetic_Blend",2018,2267,16,6866,1274,152,460517
"Zara","Synthetic_Blend",2021,3096,21,7497,774,207,521770
"Urban Outfitters","Wool",2018,4658,23,5918,1357,286,541858
"Nike","Nylon",2020,4605,24,4870,1419,339,544838
"Adidas","Organic_Cotton",2022,2056,21,4255,1070,260,544101
"Adidas","Polyester",2019,1987,22,5105,958,312,466165
"Zara","Recycled_Poly",2018,4043,21,4334,1005,332,538337
"Urban Outfitters","Tencel",2019,3925,14,7401,755,173,532337
"Nike","Synthetic_Blend",2019,3426,20,7858,1129,273,544649
"Forever 21","Recycled_Poly",2021,4705,21,7371,710,293,576533
"Adidas","Nylon",2022,2984,19,6720,1451,340,502972
"Urban Outfitters","Synthetic_Blend",2022,1830,23,7863,828,312,537788
"Forever 21","Nylon",2018,3590,15,5721,1413,289,463542
"Urban Outfitters","Wool",2021,5191,22,5440,1060,288,531633
"Forever 21","Recycled_Poly",2022,5370,21,5167,1375,326,598331
"Zara","Viscose",2021,2649,24,7071,1469,309,562798
"Zara","Wool",2021,5923,10,6734,996,257,475540
"Adidas","Linen",2022,4921,12,4801,1180,181,511911
"Nike","Wool",2020,4318,22,6757,947,151,528673
"Zara","Polyester",2018,3056,20,7443,1231,339,577272
"Adidas","Polyester",2022,2445,21,4103,1460,337,454222
"Forever 21","Cotton",2021,3933,10,5126,784,186,584479
"Zara","Wool",2022,2647,12,5880,1310,181,448069
"Urban Outfitters","Nylon",2021,1979,22,4301,1198,310,440004
"Adidas","Wool",2021,4874,19,6595,1161,191,467135
"Forever 21","Viscose",2022,1841,14,6137,1459,215,451875
"Adidas","Viscose",2018,1988,25,6096,1479,189,476703
"Nike","Synthetic_Blend",2021,3432,11,5427,1425,291,590898
"Zara","Linen",2019,2076,25,5036,1300,254,496932
"Forever 21","Wool",2022,4685,21,4122,817,196,504588
"Forever 21","Cotton",2022,3581,12,6297,984,333,579358
"Zara","Viscose",2021,5365,19,7331,1027,200,471674
"Zara","Linen",2021,2183,17,5725,822,181,538694
"Adidas","Viscose",2020,4936,16,6360,721,222,424675
"Nike","Organic_Cotton",2020,5079,11,6279,1493,230,549451
"Nike","Viscose",2021,4011,14,7788,841,299,540768
"Adidas","Nylon",2020,4226,11,5445,1271,212,592878
"Adidas","Nylon",2018,5851,10,4870,713,321,476658
"Urban Outfitters","Microfiber",2019,5794,12,5394,913,301,558318
"Forever 21","Organic_Cotton",2020,5519,13,7472,1216,177,454094
"Zara","Synthetic_Blend",2021,3145,18,7897,1291,315,446755
"Adidas","Linen",2018,2702,16,4067,1171,197,489928
"Adidas","Synthetic_Blend",2019,5098,14,6433,982,285,579238
"Urban Outfitters","Tencel",2021,2694,10,6647,954,178,477561
"Zara","Polyester",2018,3980,16,4269,1244,175,492210
"Urban Outfitters","Cotton",2019,3467,20,6608,994,330,576319
"Adidas","Polyester",2021,5305,19,4085,881,217,440179
"Nike","Synthetic_Blend",2020,5767,12,5105,1402,282,587719
"Zara","Recycled_Poly",2021,3604,13,5463,1209,157,484059
"Nike","Wool",2022,5480,25,4716,971,323,511447
"Nike","Microfiber",2022,5218,17,5266,895,160,571916
"Forever 21","Organic_Cotton",2022,2807,22,7257,1165,295,510963
"Nike","Viscose",2022,3132,18,5994,995,166,497260
"Zara","Linen",2018,3580,18,7381,1307,181,433944
"Urban Outfitters","Synthetic_Blend",2018,5325,20,6704,700,162,485911
"Adidas","Organic_Cotton",2020,5912,13,7906,788,332,490954
"Adidas","Wool",2021,5261,21,7960,800,216,499173
"Forever 21","Synthetic_Blend",2019,5370,19,7294,1292,185,599128
"Forever 21","Wool",2021,3302,21,7204,1147,174,456335
"Forever 21","Synthetic_Blend",2018,5016,13,5650,1386,151,541322
"Forever 21","Linen",2018,2493,10,5106,1365,177,507420
"Forever 21","Polyester",2019,2980,24,4558,928,322,587685
"Zara","Polyester",2019,2791,25,4396,953,202,447159
"Adidas","Tencel",2022,3441,24,5967,996,224,594990
"Zara","Viscose",2021,4809,17,5602,1095,328,448137
"Urban Outfitters","Polyester",2022,4280,10,6642,1366,318,582496
"Urban Outfitters","Polyester",2020,2941,23,7614,1440,267,492588
"Zara","Recycled_Poly",2020,5901,25,4863,1057,330,557640
"Nike","Linen",2019,4080,18,7782,1103,167,589118
"Adidas","Nylon",2018,5891,24,5325,1478,209,482027
"Zara","Recycled_Poly",2021,5241,11,4253,1326,214,450008
"Zara","Nylon",2021,4866,9,7782,878,232,448222
"Urban Outfitters","Microfiber",2019,3436,15,5034,1202,262,597956
"Nike","Cotton",2019,3127,22,7333,1241,199,442549
"Forever 21","Tencel",2020,1984,16,7364,996,214,522347
"Forever 21","Linen",2019,4016,10,4426,736,277,553065
"Adidas","Wool",2020,5334,24,5242,1500,208,425621
"Urban Outfitters","Recycled_Poly",2021,5296,13,4473,1148,180,581389
"Zara","Viscose",2018,3660,22,7061,1470,287,568910
"Nike","Polyester",2020,4664,16,5197,832,305,524285
"Urban Outfitters","Wool",2018,2429,11,5024,1256,202,549742
"Nike","Cotton",2021,4279,20,7195,1264,224,591348
"Nike","Tencel",2019,2805,20,6969,845,159,481631
"Forever 21","Microfiber",2020,2492,10,5143,1324,248,549854
"Urban Outfitters","Tencel",2018,4299,10,6218,1481,239,426813
"Forever 21","Organic_Cotton",2020,3573,9,5396,1443,309,533790
"Urban Outfitters","Polyester",2018,4979,18,7516,1247,268,531105
"Forever 21","Viscose",2022,3930,14,7933,1090,269,482449
"Nike","Viscose",2021,2116,17,5481,975,318,485670
"Zara","Tencel",2021,2727,25,4317,942,202,505403
"Forever 21","Organic_Cotton",2021,2384,22,7587,989,186,426473
"Nike","Viscose",2020,4544,22,7675,1367,245,543387
